0	0	5	12.5
0.392699	1.9635	5	13.7337
0.785398	3.7332	4.50652	14.6141
1.1781	5.13446	3.56826	14.8023
1.5708	6.02896	2.27783	14.2257
1.9635	6.32843	0.762592	13.1065
2.35619	6.00331	-0.827916	11.8754
2.74889	5.08568	-2.33671	11.0066
3.14159	3.66612	-3.61488	10.8346
3.53429	1.88473	-4.53628	11.4256
3.92699	-0.0826795	-5.00996	12.5521
4.31969	-2.04193	-4.98918	13.7802
4.71239	-3.79964	-4.47599	14.6372
5.10509	-5.18235	-3.52104	14.793
5.49779	-6.05358	-2.21857	14.1877
5.89049	-6.32735	-0.697138	13.0543
6.28319	-5.97663	0.893098	11.8292
6.67588	-5.03604	2.39519	10.9842
7.06858	-3.59841	3.66088	10.8446
7.46128	-1.80564	4.56526	11.4641
7.85398	0.165345	5.01907	12.6043
8.24668	2.12001	4.97752	13.8261
8.63938	3.86544	4.4447	14.659
9.03208	5.22937	3.47321	14.7824
9.42478	6.07717	2.15892	14.1487
9.81748	6.32519	0.631565	13.002
10.2102	5.94893	-0.958128	11.7837
10.6029	4.98554	-2.45326	10.963
10.9956	3.53009	-3.70626	10.8559
11.3883	1.72624	-4.59347	11.5036
11.781	-0.247982	-5.02732	12.6567
12.1737	-2.19773	-4.965	13.8712
12.5664	-3.93057	-4.41265	14.6795
12.9591	-5.27548	-3.42479	14.7704
13.3518	-6.09973	-2.09891	14.1088
13.7445	-6.32195	-0.565884	12.9496
14.1372	-5.92022	1.02299	11.7389
14.5299	-4.93419	2.51091	10.9431
14.9226	-3.46117	3.751	10.8685
15.3153	-1.64655	4.62089	11.5439
15.708	0.330577	5.03472	12.7091
16.1007	2.27508	4.95163	13.9156
16.4934	3.99504	4.37984	14.6988
16.8861	5.3207	3.37578	14.7571
17.2788	6.12124	2.03854	14.0681
17.6715	6.31763	0.500106	12.897
18.0642	5.8905	-1.08769	11.6949
18.4569	4.88199	-2.56813	10.9245
18.8496	3.39166	-3.79511	10.8825
19.2423	1.56658	-4.64753	11.5851
19.635	-0.413115	-5.04125	12.7617
20.0277	-2.35204	-4.93742	13.9593
20.4204	-4.05882	-4.34629	14.7168
20.8131	-5.36502	-3.3262	14.7425
21.2058	-6.1417	-1.97782	14.0265
21.5984	-6.31223	-0.434244	12.8445
21.9911	-5.85977	1.15219	11.6516
22.3838	-4.82897	2.62491	10.9071
22.7765	-3.32156	3.83856	10.8978
23.1692	-1.48634	4.67336	11.6271
23.5619	0.495583	5.04692	12.8143
23.9546	2.42859	4.92237	14.0022
24.3473	4.12191	4.312	14.7335
24.74	5.40841	3.27605	14.7265
25.1327	6.16112	1.91677	13.984
25.5254	6.30576	0.368307	12.7918
25.9181	5.82804	-1.2165	11.6091
26.3108	4.77511	-2.68125	10.8911
26.7035	3.2509	-3.88137	10.9144
27.0962	1.40584	-4.69841	11.67
27.4889	-0.577967	-5.05173	12.8669
27.8816	-2.50474	-4.90648	14.0443
28.2743	-4.1843	-4.27697	14.7489
28.667	-5.45088	-3.22534	14.7093
29.0597	-6.17949	-1.85538	13.9408
29.4524	-6.29821	-0.302307	12.7393
29.8451	-5.79531	1.2806	11.5674
30.2378	-4.72045	2.73713	10.8764
30.6305	-3.17969	3.9235	10.9323
31.0232	-1.32511	4.72265	11.7136
31.4159	0.660251	5.05568	12.9195
31.8086	2.58045	4.88974	14.0856
32.2013	4.24597	4.24121	14.763
32.594	5.49243	3.17408	14.6907
32.9867	6.1968	1.79368	13.8968
33.3794	6.28958	0.236255	12.6867
33.7721	5.7616	-1.34449	11.5266
34.1648	4.66497	-2.79254	10.863
34.5575	3.10793	-3.96497	10.9515
34.9502	1.24415	-4.74608	11.758
35.3429	-0.742423	-5.05877	12.972
35.7356	-2.65572	-4.87218	14.126
36.1283	-4.30691	-4.20472	14.7757
36.521	-5.53303	-3.12228	14.6709
36.9137	-6.21306	-1.73168	13.852
37.3064	-6.27988	-0.170164	12.6343
37.6991	-5.7269	1.40814	11.4866
38.0918	-4.60871	2.84747	10.8509
38.4845	-3.03565	4.00576	10.9719
38.8772	-1.16298	4.76871	11.8031
39.2699	0.824468	5.06099	13.0243
39.6626	2.73054	4.85378	14.1655
40.0553	4.36713	4.16752	14.7871
40.448	5.57269	3.06994	14.6498
40.8407	6.22825	1.66937	13.8066
41.2334	6.26911	0.104043	12.582
41.6261	5.69123	-1.47156	11.4476
42.0188	4.55165	-2.90192	10.8402
42.4115	2.96284	-4.04587	10.9936
42.8042	1.08161	-4.79052	11.8489
43.1969	-0.906373	-5.06235	13.0766
43.5896	-2.8049	-4.83456	14.2041
43.9823	-4.42659	-4.12961	14.7971
44.375	-5.6114	-3.01708	14.6275
44.7677	-6.24238	-1.60679	13.7604
45.1604	-6.25727	-0.0379045	12.5298
45.5531	-5.65458	1.53472	11.4095
45.9458	-4.49382	2.95587	10.8308
46.3385	-2.88953	4.08529	11.0166
46.7312	-1.00005	4.81151	11.8953
47.1239	0.988123	5.06285	13.1287
47.5166	2.87877	4.81451	14.2417
47.9093	4.4853	4.09099	14.8058
48.302	5.64915	2.96371	14.6039
48.6947	6.25545	1.54392	13.7137
49.0874	6.24436	-0.0282405	12.4778
49.4801	5.61697	-1.59762	11.3723
49.8728	4.43522	-3.00932	10.8228
50.2655	2.81572	-4.12401	11.0408
50.6582	0.918327	-4.83168	11.9424
51.0509	-1.0697	-5.06248	13.1805
51.4436	-2.95216	-4.79363	14.2783
51.8363	-4.54325	-4.05167	14.8132
52.229	-5.68594	-2.90983	14.5791
52.6217	-6.26745	-1.4808	13.6663
53.0144	-6.23038	0.0943807	12.4261
53.4071	-5.57841	1.66025	11.3362
53.7998	-4.37586	3.06225	10.8161
54.1925	-2.74144	4.16203	11.0662
54.5852	-0.836444	4.85102	11.9901
54.9779	1.1511	5.06125	13.2321
55.3706	3.02504	4.77194	14.314
55.7633	4.60042	4.01167	14.8192
56.156	5.72175	2.85546	14.5531
56.5487	6.27837	1.41742	13.6183
56.9414	6.21534	-0.160505	12.3746
57.3341	5.53888	-1.72259	11.301
57.7268	4.31576	-3.11466	10.8108
58.1195	2.66668	-4.19933	11.0928
58.5122	0.754419	-4.86954	12.0384
58.9049	-1.2323	-5.05915	13.2834
59.2976	-3.0974	-4.74944	14.3486
59.6903	-4.6568	-3.97097	14.8238
60.083	-5.75659	-2.80059	14.5259
60.4757	-6.28823	-1.3538	13.5698
60.8684	-6.19924	0.226601	12.3235
61.2611	-5.49842	1.78464	11.2669
61.6538	-4.25492	3.16654	10.8069
62.0465	-2.59148	4.23592	11.1206
62.4392	-0.672264	4.88723	12.0871
62.8319	1.3133	5.05619	13.3344
63.2246	3.16924	4.72612	14.3822
63.6173	4.71239	3.9296	14.827
64.01	5.79045	2.74525	14.4976
64.4026	6.29701	1.28995	13.5207
64.7953	6.18209	-0.292659	12.2726
65.188	5.45701	-1.84639	11.2338
65.5807	4.19335	-3.21788	10.8043
65.9734	2.51582	-4.27179	11.1495
66.3661	0.589995	-4.90408	12.1364
66.7588	-1.39406	-5.05237	13.3851
67.1515	-3.24053	-4.702	14.4147
67.5442	-4.76718	-3.88756	14.8289
67.9369	-5.82332	-2.68944	14.4681
68.3296	-6.30472	-1.22588	13.4712
